h1_m40a3_mp,base,1,wpn_h1_sni_m40a3_ftd_vm_camo,wpn_h1_sni_m40a3_ftd_npc_camo,,wpn_h1_sni_m40a3_ftd_vm_wet_camo,wpn_h1_sni_m40a3_ftd_npc_wet_camo,,wpn_h1_sni_m40a3_ftd_lobby,LootDrop4,
h1_m40a3_mp,scope,1,attach_h1_scope_m40a3_ftd_vm_camo,attach_h1_scope_m40a3_ftd_npc_camo,,attach_h1_scope_m40a3_ftd_vm_wet_camo,attach_h1_scope_m40a3_ftd_npc_wet_camo,1,,LootDrop4,
h1_m40a3_mp,acog,0,attach_h1_scope_acog_vm_mp,attach_h1_scope_acog_npc_mp,scope,attach_h1_scope_acog_vm_wet_mp,attach_h1_scope_acog_npc_wet_mp,,,LootDrop4,
h1_m40a3_mp,thermal,0,attach_h1_scope_thermal_vm_patch_mp,attach_h1_scope_thermal_npc_patch_mp,,,,,,LootDrop4,
h1_dragunov_mp,base,1,wpn_h1_sni_dragunov_ftd_vm_camo_patch,wpn_h1_sni_dragunov_ftd_npc_camo,,wpn_h1_sni_dragunov_ftd_vm_wet_camo_patch,wpn_h1_sni_dragunov_ftd_npc_wet_camo,,wpn_h1_sni_dragunov_ftd_lobby,LootDrop4,
h1_dragunov_mp,scope,1,attach_h1_scope_dragunov_ftd_vm_camo,attach_h1_scope_dragunov_ftd_npc_camo,,attach_h1_scope_dragunov_ftd_vm_wet_camo,attach_h1_scope_dragunov_ftd_npc_wet_camo,1,,LootDrop4,
h1_dragunov_mp,acog,0,attach_h1_scope_acog_vm_mp,attach_h1_scope_acog_npc_mp,scope,attach_h1_scope_acog_vm_wet_mp,attach_h1_scope_acog_npc_wet_mp,,,LootDrop4,
h1_dragunov_mp,thermal,0,attach_h1_scope_thermal_vm_patch_mp,attach_h1_scope_thermal_npc_patch_mp,,,,,,LootDrop4,
h1_remington700_mp,base,1,wpn_h1_sni_r700_ftd_vm_camo,wpn_h1_sni_r700_ftd_npc_camo,,wpn_h1_sni_r700_ftd_vm_wet_camo,wpn_h1_sni_r700_ftd_npc_wet_camo,,wpn_h1_sni_r700_ftd_lobby,LootDrop4,
h1_remington700_mp,scope,1,attach_h1_scope_r700_ftd_vm_camo,attach_h1_scope_r700_ftd_npc_camo,,attach_h1_scope_r700_ftd_vm_wet_camo,attach_h1_scope_r700_ftd_npc_wet_camo,1,,LootDrop4,
h1_remington700_mp,acog,0,attach_h1_scope_acog_vm_mp,attach_h1_scope_acog_npc_mp,scope,attach_h1_scope_acog_vm_wet_mp,attach_h1_scope_acog_npc_wet_mp,,,LootDrop4,
h1_remington700_mp,thermal,0,attach_h1_scope_thermal_vm_patch_mp,attach_h1_scope_thermal_npc_patch_mp,,,,,,LootDrop4,
h1_m21_mp,base,1,wpn_h1_sni_m21_ftd_vm_camo,wpn_h1_sni_m21_ftd_npc_camo_patch,,wpn_h1_sni_m21_ftd_vm_wet_camo,wpn_h1_sni_m21_ftd_npc_wet_camo_patch,,wpn_h1_sni_m21_ftd_lobby_patch,LootDrop4,
h1_m21_mp,scope,1,attach_h1_scope_m21_ftd_vm_camo,attach_h1_scope_m21_ftd_npc_camo,,attach_h1_scope_m21_ftd_vm_wet_camo,attach_h1_scope_m21_ftd_npc_wet_camo,1,,LootDrop4,
h1_m21_mp,bipod,1,attach_h1_bipod_m21_patch_vm,attach_h1_bipod_m21_mp_patch_npc,,,,,,LootDrop4,
h1_m21_mp,acog,0,attach_h1_scope_acog_vm_mp,attach_h1_scope_acog_npc_mp,scope,attach_h1_scope_acog_vm_wet_mp,attach_h1_scope_acog_npc_wet_mp,,,LootDrop4,
h1_m21_mp,silencer,0,attach_h1_silencer_m21_patch_vm,attach_h1_silencer_556_npc,,attach_h1_silencer_m21_patch_vm_wet,,,,LootDrop4,
h1_m21_mp,thermal,0,attach_h1_scope_thermal_vm_patch_mp,attach_h1_scope_thermal_npc_patch_mp,,,,,,LootDrop4,
h1_barrett_mp,base,1,wpn_h1_sni_m82a1_ftd_vm_camo,wpn_h1_sni_m82a1_ftd_npc_camo,,wpn_h1_sni_m82a1_ftd_vm_wet_camo,wpn_h1_sni_m82a1_ftd_npc_wet_camo,,wpn_h1_sni_m82a1_ftd_lobby,LootDrop4,
h1_barrett_mp,scope,1,attach_h1_scope_m82a1_ftd_vm_camo,attach_h1_scope_m82a1_ftd_npc_camo,,attach_h1_scope_m82a1_ftd_vm_wet_camo,attach_h1_scope_m82a1_ftd_npc_wet_camo,1,,LootDrop4,
h1_barrett_mp,acog,0,attach_h1_scope_acog_vm_mp,attach_h1_scope_acog_npc_mp,scope,attach_h1_scope_acog_vm_wet_mp,attach_h1_scope_acog_npc_wet_mp,,,LootDrop4,
h1_barrett_mp,thermal,0,attach_h1_scope_thermal_vm_patch_mp,attach_h1_scope_thermal_npc_patch_mp,,,,,,LootDrop4,
h1_febsnp_mp,base,1,wpn_h1_sni_dmr25_ftd_vm_camo,wpn_h1_sni_dmr25_ftd_npc_camo,,wpn_h1_sni_dmr25_ftd_vm_wet_camo,wpn_h1_sni_dmr25_ftd_npc_wet_camo,,wpn_h1_sni_dmr25_ftd_lobby,LootDrop4,
h1_febsnp_mp,scope,1,attach_h1_scope_dmr25_ftd_vm_camo,attach_h1_scope_dmr25_ftd_npc_camo,,attach_h1_scope_dmr25_ftd_vm_wet_camo,attach_h1_scope_dmr25_ftd_npc_wet_camo,1,,LootDrop4,
h1_febsnp_mp,acog,0,attach_h1_scope_acog_vm_mp,attach_h1_scope_acog_npc_mp,scope,attach_h1_scope_acog_vm_wet_mp,attach_h1_scope_acog_npc_wet_mp,,,LootDrop4,
h1_febsnp_mp,thermal,0,attach_h1_scope_thermal_vm_patch_mp,attach_h1_scope_thermal_npc_patch_mp,,,,,,LootDrop4,
h1_junsnp_mp,base,1,wpn_h1_sni_tac330_ftd_vm_camo,wpn_h1_sni_tac330_ftd_npc_camo,,wpn_h1_sni_tac330_ftd_vm_wet_camo,wpn_h1_sni_tac330_ftd_npc_wet_camo,,wpn_h1_sni_tac330_ftd_lobby,LootDrop5,
h1_junsnp_mp,scope,1,attach_h1_scope_tac330_ftd_vm_camo,attach_h1_scope_tac330_ftd_npc_camo,,attach_h1_scope_tac330_ftd_vm_wet_camo,attach_h1_scope_tac330_ftd_npc_wet_camo,1,,LootDrop5,
h1_junsnp_mp,acog,0,attach_h1_scope_acog_vm_mp,attach_h1_scope_acog_npc_mp,scope,attach_h1_scope_acog_vm_wet_mp,attach_h1_scope_acog_npc_wet_mp,,,LootDrop5,
h1_junsnp_mp,thermal,0,attach_h1_scope_thermal_vm_patch_mp,attach_h1_scope_thermal_npc_patch_mp,,,,,,LootDrop5,
