h1_beretta_mp,base,1,wpn_h1_pst_m9_kng_vm_camo,wpn_h1_pst_m9_kng_npc_camo,,wpn_h1_pst_m9_kng_vm_wet_camo,wpn_h1_pst_m9_kng_npc_wet_camo,,,LootDrop3,
h1_beretta_mp,silencer,0,attach_h1_silencer_pistol_vm,attach_h1_silencer_pistol_npc,,attach_h1_silencer_pistol_vm_wet,attach_h1_silencer_pistol_npc_wet,,,LootDrop3,
h1_colt45_mp,base,1,wpn_h1_pst_m1911_kng_vm_camo,wpn_h1_pst_m1911_kng_npc_camo,,wpn_h1_pst_m1911_kng_vm_wet_camo,wpn_h1_pst_m1911_kng_npc_wet_camo,,,LootDrop3,
h1_colt45_mp,silencer,0,attach_h1_silencer_pistol_vm,attach_h1_silencer_pistol_npc,,attach_h1_silencer_pistol_vm_wet,attach_h1_silencer_pistol_npc_wet,,,LootDrop3,
h1_deserteagle_mp,base,1,wpn_h1_pst_de50_kng_vm_camo,wpn_h1_pst_de50_kng_npc_camo,,wpn_h1_pst_de50_kng_vm_wet_camo,wpn_h1_pst_de50_kng_npc_wet_camo,,,LootDrop3,
h1_deserteagle_mp,silencer,0,attach_h1_silencer_pistol_vm,attach_h1_silencer_pistol_npc,,attach_h1_silencer_pistol_vm_wet,attach_h1_silencer_pistol_npc_wet,,,LootDrop3,
h1_usp_mp,base,1,wpn_h1_pst_usp45_kng_vm_camo,wpn_h1_pst_usp45_kng_npc_camo,,wpn_h1_pst_usp45_kng_vm_wet_camo,wpn_h1_pst_usp45_kng_npc_wet_camo,,,LootDrop3,
h1_usp_mp,silencer,0,attach_h1_silencer_pistol_vm,attach_h1_silencer_pistol_npc,,attach_h1_silencer_pistol_vm_wet,attach_h1_silencer_pistol_npc_wet,,,LootDrop3,
h1_janpst_mp,base,1,wpn_h1_pst_44magnum_kng_vm_camo,wpn_h1_pst_44magnum_kng_npc_camo,,wpn_h1_pst_44magnum_kng_vm_wet_camo,wpn_h1_pst_44magnum_kng_npc_wet_camo,,,LootDrop3,
h1_janpst_mp,silencer,0,attach_h1_silencer_pistol_vm,attach_h1_silencer_pistol_npc,,attach_h1_silencer_pistol_vm_wet,attach_h1_silencer_pistol_npc_wet,,,LootDrop3,
h1_aprpst_mp,base,1,wpn_h1_pst_prokolot_kng_vm_camo,wpn_h1_pst_prokolot_kng_npc_camo,,wpn_h1_pst_prokolot_kng_vm_wet_camo,wpn_h1_pst_prokolot_kng_npc_wet_camo,,wpn_h1_pst_prokolot_kng_lobby,LootDrop4,
h1_aprpst_mp,silencer,0,attach_h1_silencer_pistol_vm,attach_h1_silencer_pistol_npc,,attach_h1_silencer_pistol_vm_wet,attach_h1_silencer_pistol_npc_wet,,,LootDrop4,
h1_augpst_mp,base,1,wpn_h1_pst_br9_kng_vm_camo,wpn_h1_pst_br9_kng_npc_camo,,wpn_h1_pst_br9_kng_vm_wet_camo,wpn_h1_pst_br9_kng_npc_wet_camo,,wpn_h1_pst_br9_kng_lobby,LootDrop6,
h1_augpst_mp,silencer,0,attach_h1_silencer_pistol_vm,attach_h1_silencer_pistol_npc,,attach_h1_silencer_pistol_vm_wet,attach_h1_silencer_pistol_npc_wet,,,LootDrop6,
