h1_saw_mp,base,1,wpn_h1_lmg_m249_phx_vm_camo,wpn_h1_lmg_m249_phx_npc_camo,,wpn_h1_lmg_m249_phx_vm_wet_camo,wpn_h1_lmg_m249_phx_npc_wet_camo,,wpn_h1_lmg_m249_phx_lobby,LootDrop4,
h1_saw_mp,bipod,1,attach_h1_bipod_m249_patch_vm,attach_h1_bipod_m249_mp_patch_npc,,,,,,LootDrop4,
h1_saw_mp,acog,0,attach_h1_scope_acog_patch_vm,attach_h1_scope_acog_patch_npc,,attach_h1_scope_acog_patch_vm_wet,attach_h1_scope_acog_patch_npc_wet,,,LootDrop4,
h1_saw_mp,grip,0,attach_h1_foregrip_m1014_patch_vm,attach_h1_foregrip_m1014_patch_npc,,,,,,LootDrop4,
h1_saw_mp,holosight,0,attach_h1_optics_holosight_patch_vm,attach_h1_optics_holosight_patch_npc,,,,,,LootDrop4,
h1_saw_mp,reflex,0,attach_h1_optic_reflex_patch_vm,attach_h1_optic_reflex_patch_npc,,attach_h1_optic_reflex_patch_vm_wet,attach_h1_optic_reflex_patch_npc_wet,,,LootDrop4,
h1_saw_mp,reflexvar,0,attach_h1_optic_reflex_variant_patch_vm_mp,attach_h1_optic_reflex_variant_patch_npc_mp,,,,,,LootDrop4,
h1_saw_mp,thermal,0,attach_h1_scope_thermal_vm_patch_mp,attach_h1_scope_thermal_npc_patch_mp,,,,,,LootDrop4,
h1_rpd_mp,base,1,wpn_h1_lmg_rpd_phx_vm_camo,wpn_h1_lmg_rpd_phx_npc_camo,,wpn_h1_lmg_rpd_phx_vm_wet_camo,wpn_h1_lmg_rpd_phx_npc_wet_camo,,wpn_h1_lmg_rpd_phx_lobby,LootDrop4,
h1_rpd_mp,bipod,1,attach_h1_bipod_rpd_phx_vm_camo,attach_h1_bipod_rpd_phx_npc_camo,,,,,,LootDrop4,
h1_rpd_mp,defaultgrip,1,attach_h1_foregrip_default_rpd_phx_vm_camo,attach_h1_foregrip_default_rpd_phx_npc_camo,,,,,,LootDrop4,
h1_rpd_mp,acog,0,attach_h1_scope_acog_patch_vm,attach_h1_scope_acog_patch_npc,,attach_h1_scope_acog_patch_vm_wet,attach_h1_scope_acog_patch_npc_wet,,,LootDrop4,
h1_rpd_mp,grip,0,attach_h1_foregrip_02_rpd_phx_vm_camo,attach_h1_foregrip_02_rpd_phx_npc_camo,defaultgrip,,,,,LootDrop4,
h1_rpd_mp,holosight,0,attach_h1_optics_holosight_patch_vm,attach_h1_optics_holosight_patch_npc,,,,,,LootDrop4,
h1_rpd_mp,reflex,0,attach_h1_optic_reflex_patch_vm,attach_h1_optic_reflex_patch_npc,,attach_h1_optic_reflex_patch_vm_wet,attach_h1_optic_reflex_patch_npc_wet,,,LootDrop4,
h1_rpd_mp,reflexvar,0,attach_h1_optic_reflex_variant_patch_vm_mp,attach_h1_optic_reflex_variant_patch_npc_mp,,,,,,LootDrop4,
h1_rpd_mp,thermal,0,attach_h1_scope_thermal_vm_patch_mp,attach_h1_scope_thermal_npc_patch_mp,,,,,,LootDrop4,
h1_m60e4_mp,base,1,wpn_h1_lmg_m60_phx_vm_camo,wpn_h1_lmg_m60_phx_npc_camo,,wpn_h1_lmg_m60_phx_vm_wet_camo,wpn_h1_lmg_m60_phx_npc_wet_camo,,wpn_h1_lmg_m60_phx_lobby,LootDrop4,
h1_m60e4_mp,acog,0,attach_h1_scope_acog_patch_vm,attach_h1_scope_acog_patch_npc,,attach_h1_scope_acog_patch_vm_wet,attach_h1_scope_acog_patch_npc_wet,,,LootDrop4,
h1_m60e4_mp,grip,0,attach_h1_foregrip_m60_phx_vm_camo,attach_h1_foregrip_m60_phx_npc_camo,,,,,,LootDrop4,
h1_m60e4_mp,holosight,0,attach_h1_optics_holosight_patch_vm,attach_h1_optics_holosight_patch_npc,,,,,,LootDrop4,
h1_m60e4_mp,reflex,0,attach_h1_optic_reflex_patch_vm,attach_h1_optic_reflex_patch_npc,,attach_h1_optic_reflex_patch_vm_wet,attach_h1_optic_reflex_patch_npc_wet,,,LootDrop4,
h1_m60e4_mp,reflexvar,0,attach_h1_optic_reflex_variant_patch_vm_mp,attach_h1_optic_reflex_variant_patch_npc_mp,,,,,,LootDrop4,
h1_m60e4_mp,thermal,0,attach_h1_scope_thermal_vm_patch_mp,attach_h1_scope_thermal_npc_patch_mp,,,,,,LootDrop4,
h1_feblmg_mp,base,1,wpn_h1_lmg_pkm_phx_vm_camo,wpn_h1_lmg_pkm_phx_npc_camo,,wpn_h1_lmg_pkm_phx_vm_wet_camo,wpn_h1_lmg_pkm_phx_npc_wet_camo,,wpn_h1_lmg_pkm_phx_lobby,LootDrop4,
h1_feblmg_mp,acog,0,attach_h1_scope_acog_patch_vm,attach_h1_scope_acog_patch_npc,,attach_h1_scope_acog_patch_vm_wet,attach_h1_scope_acog_patch_npc_wet,,,LootDrop4,
h1_feblmg_mp,grip,0,attach_h1_foregrip_ar_vm_mp,attach_h1_foregrip_ar_npc_mp,,,,,,LootDrop4,
h1_feblmg_mp,holosight,0,attach_h1_optics_holosight_vm,attach_h1_optics_holosight_npc,,,,,,LootDrop4,
h1_feblmg_mp,reflex,0,attach_h1_optic_reflex_vm,attach_h1_optic_reflex_npc,,attach_h1_optic_reflex_vm_wet,attach_h1_optic_reflex_npc_wet,,,LootDrop4,
h1_feblmg_mp,reflexvar,0,attach_h1_optic_reflex_variant_vm_mp,attach_h1_optic_reflex_variant_npc_mp,,,,,,LootDrop4,
h1_feblmg_mp,thermal,0,attach_h1_scope_thermal_vm_patch_mp,attach_h1_scope_thermal_npc_patch_mp,,,,,,LootDrop4,
h1_junlmg_mp,base,1,wpn_h1_lmg_mk8_phx_vm_camo,wpn_h1_lmg_mk8_phx_npc_camo,,wpn_h1_lmg_mk8_phx_vm_wet_camo,wpn_h1_lmg_mk8_phx_npc_wet_camo,,wpn_h1_lmg_mk8_phx_lobby,LootDrop5,
