patch,0,0,em_st_000,MENU_EMBLEM_CAPS,0,0,0,0,general,general,0.35,,0,,,wpn_h1_sticker_000,char_mp_patch_circle_000_col,#,0,,,
patch,1,1,em_st_001,MENU_EMBLEM_CAPS,0,0,0,0,general,general,0.35,,1,,,wpn_h1_stickerfix_001,char_mp_patch_circlefix_001_col,#,0,,,
patch,2,1,em_st_002,MENU_EMBLEM_CAPS,0,0,0,0,general,general,0.35,,2,,,wpn_h1_stickerfix_002,char_mp_patch_circlefix_002_col,#,0,,,
patch,3,1,em_st_003,MENU_EMBLEM_CAPS,0,0,0,0,general,general,0.35,,3,,,wpn_h1_stickerfix_003,char_mp_patch_circlefix_003_col,#,0,,,
patch,4,1,em_st_004,MENU_EMBLEM_CAPS,0,0,0,0,general,general,0.35,,4,,,wpn_h1_stickerfix_004,char_mp_patch_circlefix_004_col,#,0,,,
patch,5,1,em_st_005,MENU_EMBLEM_CAPS,0,0,0,0,general,general,0.35,,5,,,wpn_h1_stickerfix_005,char_mp_patch_circlefix_005_col,#,0,,,
patch,6,1,em_st_006,MENU_EMBLEM_CAPS,0,0,0,0,general,general,0.35,,6,,,wpn_h1_stickerfix_006,char_mp_patch_circlefix_006_col,#,0,,,
patch,7,1,em_st_007,MENU_EMBLEM_CAPS,0,0,0,0,general,general,0.35,,7,,,wpn_h1_stickerfix_007,char_mp_patch_circlefix_007_col,#,0,,,
patch,8,1,em_st_008,MENU_EMBLEM_CAPS,0,0,0,0,general,general,0.35,,8,,,wpn_h1_stickerfix_008,char_mp_patch_circlefix_008_col,#,0,,,
patch,9,1,em_st_009,MENU_EMBLEM_CAPS,0,0,0,0,general,general,0.35,,9,,,wpn_h1_stickerfix_009,char_mp_patch_circlefix_009_col,#,0,,,
patch,10,1,em_st_010,MENU_EMBLEM_CAPS,0,0,0,0,bootcamp,bootcamp,0.35,,10,,,wpn_h1_sticker_010,char_mp_patch_circle_010_col,#,0,,,
patch,11,1,em_st_011,MENU_EMBLEM_CAPS,0,0,0,0,bootcamp,bootcamp,0.35,,11,,,wpn_h1_sticker_011,char_mp_patch_circle_011_col,#,0,,,
patch,12,1,em_st_012,MENU_EMBLEM_CAPS,0,0,0,0,bootcamp,bootcamp,0.35,,12,,,wpn_h1_sticker_012,char_mp_patch_circle_012_col,#,0,,,
patch,13,1,em_st_013,MENU_EMBLEM_CAPS,0,0,0,0,bootcamp,bootcamp,0.35,,13,,,wpn_h1_sticker_013,char_mp_patch_circle_013_col,#,0,,,
patch,14,1,em_st_014,MENU_EMBLEM_CAPS,0,0,0,0,bootcamp,bootcamp,0.35,,14,,,wpn_h1_sticker_014,char_mp_patch_circle_014_col,#,0,,,
patch,15,1,em_st_015,MENU_EMBLEM_CAPS,0,0,0,0,bootcamp,bootcamp,0.35,,15,,,wpn_h1_sticker_015,char_mp_patch_circle_015_col,#,0,,,
patch,16,1,em_st_016,MENU_EMBLEM_CAPS,0,0,0,0,bootcamp,bootcamp,0.35,,16,,,wpn_h1_sticker_016,char_mp_patch_circle_016_col,#,0,,,
patch,17,1,em_st_017,MENU_EMBLEM_CAPS,0,0,0,0,bootcamp,bootcamp,0.35,,17,,,wpn_h1_sticker_017,char_mp_patch_circle_017_col,#,0,,,
patch,18,1,em_st_018,MENU_EMBLEM_CAPS,0,0,0,0,bootcamp,bootcamp,0.35,,18,,,wpn_h1_sticker_018,char_mp_patch_circle_018_col,#,0,,,
patch,19,1,em_st_019,MENU_EMBLEM_CAPS,0,0,0,0,bootcamp,bootcamp,0.35,,19,,,wpn_h1_sticker_019,char_mp_patch_circle_019_col,#,0,,,
patch,20,1,em_st_020,MENU_EMBLEM_CAPS,0,0,0,0,bootcamp,bootcamp,0.35,,20,,,wpn_h1_sticker_020,char_mp_patch_circle_020_col,#,0,,,
patch,21,1,em_st_021,MENU_EMBLEM_CAPS,0,0,0,0,bootcamp,bootcamp,0.35,,21,,,wpn_h1_sticker_021,char_mp_patch_circle_021_col,#,0,,,
patch,22,1,em_st_022,MENU_EMBLEM_CAPS,0,0,0,0,bootcamp,bootcamp,0.35,,22,,,wpn_h1_sticker_022,char_mp_patch_circle_022_col,#,0,,,
patch,23,1,em_st_023,MENU_EMBLEM_CAPS,0,0,0,0,bootcamp,bootcamp,0.35,,23,,,wpn_h1_sticker_023,char_mp_patch_circle_023_col,#,0,,,
patch,24,1,em_st_024,MENU_EMBLEM_CAPS,0,0,0,0,bootcamp,bootcamp,0.35,,24,,,wpn_h1_sticker_024,char_mp_patch_circle_024_col,#,0,,,
patch,25,1,em_st_025,MENU_EMBLEM_CAPS,0,0,0,0,bootcamp,bootcamp,0.35,,25,,,wpn_h1_sticker_025,char_mp_patch_circle_025_col,#,0,,,
patch,26,1,em_st_026,MENU_EMBLEM_CAPS,0,0,0,0,gamemodes,gamemodes,0.35,,26,,,wpn_h1_sticker_026,char_mp_patch_circle_026_col,#,0,,,
patch,27,1,em_st_027,MENU_EMBLEM_CAPS,0,0,0,0,gamemodes,gamemodes,0.35,,27,,,wpn_h1_sticker_027,char_mp_patch_circle_027_col,#,0,,,
patch,28,1,em_st_028,MENU_EMBLEM_CAPS,0,0,0,0,gamemodes,gamemodes,0.35,,28,,,wpn_h1_sticker_028,char_mp_patch_circle_028_col,#,0,,,
patch,29,1,em_st_029,MENU_EMBLEM_CAPS,0,0,0,0,gamemodes,gamemodes,0.35,,29,,,wpn_h1_sticker_029,char_mp_patch_circle_029_col,#,0,,,
patch,30,1,em_st_030,MENU_EMBLEM_CAPS,0,0,0,0,gamemodes,gamemodes,0.35,,30,,,wpn_h1_sticker_030,char_mp_patch_circle_030_col,#,0,,,
patch,31,1,em_st_031,MENU_EMBLEM_CAPS,0,0,0,0,gamemodes,gamemodes,0.35,,31,,,wpn_h1_sticker_031,char_mp_patch_circle_031_col,#,0,,,
patch,32,1,em_st_032,MENU_EMBLEM_CAPS,0,0,0,0,gamemodes,gamemodes,0.35,,32,,,wpn_h1_sticker_032,char_mp_patch_circle_032_col,#,0,,,
patch,33,1,em_st_033,MENU_EMBLEM_CAPS,0,0,0,0,gamemodes,gamemodes,0.35,,33,,,wpn_h1_sticker_033,char_mp_patch_circle_033_col,#,0,,,
patch,34,1,em_st_034,MENU_EMBLEM_CAPS,0,0,0,0,gamemodes,gamemodes,0.35,,34,,,wpn_h1_sticker_034,char_mp_patch_circle_034_col,#,0,,,
patch,35,1,em_st_035,MENU_EMBLEM_CAPS,0,0,0,0,gamemodes,gamemodes,0.35,,35,,,wpn_h1_sticker_035,char_mp_patch_circle_035_col,#,0,,,
