version,version_id,5,,,,,,,,,
product,product_1,f9a7610b-d6b8-4010-a61e-a8bddd73e4d7,store_codpoints_200,codpoints,CODPOINTS,all,0,,,# CoDPoints,
product,product_2,8bbdab36-3ca8-435f-8bc1-b45d595caf7a,store_codpoints_1100,codpoints,CODPOINTS,all,0,,,# CoDPoints,
product,product_3,e113b62a-87ac-4247-afbc-43286e66d025,store_codpoints_2400,codpoints,CODPOINTS,all,0,,,# CoDPoints,
product,product_4,b2363d9d-5b2e-40b6-8f94-bccb67d4adb8,store_codpoints_5000,codpoints,CODPOINTS,all,0,,,# CoDPoints,
product,product_5,ebbbada1-b57c-4de8-ad59-97e586d0da6c,store_codpoints_9500,codpoints,CODPOINTS,all,0,,,# CoDPoints,
product,product_6,489d2af6-e935-4d7e-b5c1-f2c2aa836c27,store_codpoints_13000,codpoints,CODPOINTS,all,0,,,# CoDPoints,
product,product_7,e49132c3-30ea-4a45-a9d5-b6b96165acca,store_mappack1,mappack1,MAPPACKS,all,0,,,# Map Pack 1,
product,product_8,85e83e1b-4654-4a1e-b6d3-d8929c8de508,store_code_pack,code,MISC,all,0,,,# CODE Pack,
product,product_9,cb2af416-e0b2-46cb-9630-2a1534e1c16d,mwr_igs_stronghold_588x464,codwwii,CODWWII,all,0,,,# S2,
product,product_10,ca228a22-67af-49e5-977f-a80b93eaf33c,mwr_igs_digitaldeluxe_588x464,codwwii,CODWWII,all,0,,,# S2,
category,category_1,1,CODPOINTS,DEPOT_COD_POINTS,all,0,,,,,
category,category_2,2,MAPPACKS,DEPOT_STORE_MAP_PACKS,all,0,,,,,
category,category_3,3,MISC,MPUI_MISC_CAPS,all,0,,,,,
category,category_4,4,CODWWII,DEPOT_CODWWII,all,0,,,,,
