version,version_id,5,,,,,,,,,
product,product_1,CON0010000000000,store_codpoints_200,codpoints,CODPOINTS,all,0,,,# CoDPoints,
product,product_2,CON0020000000000,store_codpoints_1100,codpoints,CODPOINTS,all,0,,,# CoDPoints,
product,product_3,CON0030000000000,store_codpoints_2400,codpoints,CODPOINTS,all,0,,,# CoDPoints,
product,product_4,CON0040000000000,store_codpoints_5000,codpoints,CODPOINTS,all,0,,,# CoDPoints,
product,product_5,CON0050000000000,store_codpoints_9500,codpoints,CODPOINTS,all,0,,,# CoDPoints,
product,product_6,CON0060000000000,store_codpoints_13000,codpoints,CODPOINTS,all,0,,,# CoDPoints,
product,product_7,CODMWRDLCMAPS001,store_mappack1,mappack1,MAPPACKS,all,0,,,# Map Pack 1,
product,product_7a,CODMWRDLC1PREORD,store_mappack1,mappack1,MAPPACKS,all,0,,,# Map Pack 1,
product,product_8,MWCDE10000000000,store_code_pack,code,MISC,all,0,,,# CODE Pack,
product,product_9,CODWWIITHEGAME01,mwr_igs_stronghold_588x464,codwwii,CODWWII,all,0,,,# S2,
product,product_10,CODWWIIDELUXE001,mwr_igs_digitaldeluxe_588x464,codwwii,CODWWII,all,0,,,# S2,
product,product_11,CODWWIIGAMEPRE01,mwr_igs_stronghold_588x464,codwwii,CODWWII,all,0,,,# S2,
product,product_12,CODWWIIDELUXEPRE,mwr_igs_digitaldeluxe_588x464,codwwii,CODWWII,all,0,,,# S2,
product,product_13,ASIACODWWIIPRE01,mwr_igs_stronghold_588x464,codwwii,CODWWII,all,0,,,# S2,
product,product_14,ASIACODWWIIPRE02,mwr_igs_digitaldeluxe_588x464,codwwii,CODWWII,all,0,,,# S2,
category,category_1,1,CODPOINTS,DEPOT_COD_POINTS,all,0,1,0,,,
category,category_2,2,MAPPACKS,DEPOT_STORE_MAP_PACKS,all,0,0,0,,,
category,category_3,3,MISC,MPUI_MISC_CAPS,all,0,1,0,,,
category,category_4,4,CODWWII,DEPOT_CODWWII,all,0,1,1,,,
