version,version_id,5,,,,,,,,,
product,product_0,3643f800,img_store_season_pass,seasonpass,seasonpass,all,6,,,# Season Pass,
product,product_1,dc98ec00,img_store_season_pass,seasonpass,seasonpass,all,7,,,# Season Pass with Pre-purchased DLC2,
product,product_2,f72ad400,img_store_mappacks_havok,dlc2,mappacks,all,2,,,# Havoc Season Pass,
product,product_3,a2e10800,img_store_mappacks_havok,dlc2,mappacks,all,3,,,# Havoc Non-Season Pass,
product,product_4,fc40b000,img_store_mappacks_havok,dlc3,mappacks,all,5,,,# Ascendance Season Pass,
product,product_5,56aac800,img_store_mappacks_havok,dlc3,mappacks,all,5,,,# Ascendance Non-Season Pass,
product,product_6,9660d800,img_store_mappacks_havok,dlc4,mappacks,all,1,,,#Supremacy Season Pass,
product,product_7,0cba3400,img_store_mappacks_havok,dlc5,mappacks,all,1,,,#Supremacy Non-Season Pass,
product,product_8,b2696c00,img_store_mappacks_havok,dlc4,mappacks,all,1,,,#Reckoning Season Pass,
product,product_9,b78a2800,img_store_mappacks_havok,dlc5,mappacks,all,1,,,#Reckoning Non-Season Pass,
product,product_10,b3adc400,img_store_personpacks_tiki,mdlc34,personpacks,all,0,,1,# Tiki,
product,product_11,06229c00,img_store_personpacks_gasfire,mdlc35,personpacks,all,0,,2,# Gas Fire,
product,product_12,1b87c800,img_store_personpacks_leaf,mdlc36,personpacks,all,0,,3,# Leaf,
product,product_13,f1200800,img_store_personpacks_psych,mdlc37,personpacks,all,0,,4,# Psychadelic,
product,product_14,8bcce400,img_store_personpacks_magma,mdlc7,personpacks,all,0,,,# Magma,
product,product_15,57bb0c00,img_store_personpacks_lightning,mdlc8,personpacks,all,0,,,# Lightning,
product,product_16,c8068800,img_store_personpacks_hide,mdlc9,personpacks,all,0,,,# Hide,
product,product_17,bd185400,img_store_personpacks_nanotech,mdlc10,personpacks,all,0,,,# Nanotech,
product,product_18,21edcc00,img_store_prempersonpacks_tiki,mdlc38,prempersonpacks,all,0,,5,# Premium Tiki,
product,product_19,6f103800,img_store_prempersonpacks_gasfire,mdlc39,prempersonpacks,all,0,,6,# Premium Gas Fire,
product,product_20,92b1b800,img_store_prempersonpacks_leaf,mdlc40,prempersonpacks,all,0,,7,# Premium Leaf,
product,product_21,2414ec00,img_store_prempersonpacks_psych,mdlc41,prempersonpacks,all,0,,8,# Premium Psychadelic,
product,product_22,62b69400,img_store_prempersonpacks_cod_champs,mdlc42,prempersonpacks,all,0,,,# Premium Cod Champs,
product,product_23,a3528000,img_store_prempersonpacks_magma,mdlc11,prempersonpacks,all,0,,,# Premium Magma,
product,product_24,f2bea000,img_store_prempersonpacks_lightning,mdlc12,prempersonpacks,all,0,,,# Premium Lightning,
product,product_25,cc34dc00,img_store_prempersonpacks_hide,mdlc13,prempersonpacks,all,0,,,# Premium Hide,
product,product_26,3f828000,img_store_prempersonpacks_nanotech,mdlc14,prempersonpacks,all,0,,,# Premium Nanotech,
product,product_27,83add400,img_store_operatorpacks_cowboy,mdlc101,operatorpacks,all,0,,9,# Cowboy,
product,product_28,86b38c00,img_store_operatorpacks_surfer,mdlc43,operatorpacks,all,0,,10,# Surfer,
product,product_29,edba6800,img_store_operatorpacks_octopus,mdlc45,operatorpacks,all,0,,12,# Octopus,
product,product_30,37e5b800,img_store_operatorpacks_rose_camo,mdlc59,OPERATORPACKS,all,0,,13,# Rose Camo / Passionate,
product,product_31,7c148800,img_store_operatorpacks_white_blue,mdlc60,OPERATORPACKS,all,0,,14,# White Blue / Tenacious,
product,product_32,84df8400,img_store_operatorpacks_steam_punk,mdlc15,OPERATORPACKS,all,0,,,# Steam Punk,
product,product_33,cd3bf800,img_store_operatorpacks_panda,mdlc16,OPERATORPACKS,all,0,,,# Panda,
product,product_34,e3fee800,img_store_operatorpacks_bali_mask,mdlc17,OPERATORPACKS,all,0,,,# Bali Mask,
product,product_35,56b4d800,img_store_operatorpacks_classic_biker,mdlc18,OPERATORPACKS,all,0,,,# Classic Biker,
product,product_36,e1493800,img_store_flag_packs_argentinia,mdlc46,flagpacks,all,0,,15,# Argentina Flag,
product,product_37,ac1c6400,img_store_flag_packs_austria,mdlc47,flagpacks,all,0,,16,# Austria Flag,
product,product_38,c949c400,img_store_flag_packs_brazil,mdlc26,flagpacks,all,0,,17,# Brazil Flag,
product,product_39,7c58e000,img_store_flag_packs_columbia,mdlc48,flagpacks,all,0,,18,# Columbia Flag,
product,product_40,c8938000,img_store_flag_packs_ireland,mdlc49,flagpacks,all,0,,19,# Ireland Flag,
product,product_41,8b121400,img_store_flag_packs_new_zealand,mdlc50,flagpacks,all,0,,20,# New Zealand Flag,
product,product_42,a63e9800,img_store_flag_packs_portugal,mdlc51,flagpacks,all,0,,21,# Portugal Flag,
product,product_43,07c7b400,img_store_flag_packs_usa,mdlc19,flagpacks,all,0,,,# USA Flag,
