version,version_id,5,,,,,,,,,
product,product_1,CODAWSEASONPASS0,img_store_season_pass,seasonpass,SEASONPASS,all,0,,,# Season Pass,
product,product_2,CODAWMAP000HAVOC,img_store_mappacks_havok,dlc2,MAPPACKS,all,0,,,# Havoc,
product,product_3,CODAWMAP00ADANCE,img_store_mappacks_havok,dlc3,MAPPACKS,all,5,,,# Ascendance,
product,product_4,CODAWMAP0SUPREME,img_store_mappacks_havok,dlc4,MAPPACKS,all,1,,,#Supremacy,
product,product_5,CODAWMAP0000RECK,img_store_mappacks_havok,dlc5,MAPPACKS,all,1,,,#Reckoning,
product,product_6,CODAW0000000TIKI,img_store_personpacks_tiki,mdlc34,PERSONPACKS,all,0,,1,# Tiki,
product,product_7,CODAW0000GASFIRE,img_store_personpacks_gasfire,mdlc35,PERSONPACKS,all,0,,2,# Gas Fire,
product,product_8,CODAW0000000LEAF,img_store_personpacks_leaf,mdlc36,PERSONPACKS,all,0,,3,# Leaf,
product,product_9,CODAW000000PSYCA,img_store_personpacks_psych,mdlc37,PERSONPACKS,all,0,,4,# Psychadelic,
product,product_10,CODAW00MAGMAPACK,img_store_personpacks_magma,mdlc7,PERSONPACKS,all,0,,,# Magma,
product,product_11,CODAW00LIGHTNPCK,img_store_personpacks_lightning,mdlc8,PERSONPACKS,all,0,,,# Lightning,
product,product_12,CODAW000HIDEPACK,img_store_personpacks_hide,mdlc9,PERSONPACKS,all,0,,,# Hide,
product,product_13,CODAW000NANOPACK,img_store_personpacks_nanotech,mdlc10,PERSONPACKS,all,0,,,# Nanotech,
product,product_14,CODAW0000PRETIKI,img_store_prempersonpacks_tiki,mdlc38,PREMPERSONPACKS,all,0,,5,# Premium Tiki,
product,product_15,CODAW0PREGASFIRE,img_store_prempersonpacks_gasfire,mdlc39,PREMPERSONPACKS,all,0,,6,# Premium Gas Fire,
product,product_16,CODAW0000PRELEAF,img_store_prempersonpacks_leaf,mdlc40,PREMPERSONPACKS,all,0,,7,# Premium Leaf,
product,product_17,CODAW000PREPSYCA,img_store_prempersonpacks_psych,mdlc41,PREMPERSONPACKS,all,0,,8,# Premium Psychadelic,
product,product_18,CODAW0PRECODCHMP,img_store_prempersonpacks_cod_champs,mdlc42,PREMPERSONPACKS,all,0,,,# Premium Cod Champs,
product,product_19,CODAWPREMAGMAPCK,img_store_prempersonpacks_magma,mdlc11,PREMPERSONPACKS,all,0,,,# Premium Magma,
product,product_20,CODAWPRELITNGPCK,img_store_prempersonpacks_lightning,mdlc12,PREMPERSONPACKS,all,0,,,# Premium Lightning,
product,product_21,CODAW0PREHIDEPCK,img_store_prempersonpacks_hide,mdlc13,PREMPERSONPACKS,all,0,,,# Premium Hide,
product,product_22,CODAW0PRENANOPCK,img_store_prempersonpacks_nanotech,mdlc14,PREMPERSONPACKS,all,0,,,# Premium Nanotech,
product,product_23,CODAW00000COWBOY,img_store_operatorpacks_cowboy,mdlc101,OPERATORPACKS,all,0,,9,# Cowboy,
product,product_24,CODAW00000SURFER,img_store_operatorpacks_surfer,mdlc43,OPERATORPACKS,all,0,,10,# Surfer,
product,product_25,CODAW0000OCTOPUS,img_store_operatorpacks_octopus,mdlc45,OPERATORPACKS,all,0,,12,# Octopus,
product,product_26,CODAW0ROSECATEXO,img_store_operatorpacks_rose_camo,mdlc59,OPERATORPACKS,all,0,,13,# Rose Camo / Passionate,
product,product_27,CODAW00BLUWHTEXO,img_store_operatorpacks_white_blue,mdlc60,OPERATORPACKS,all,0,,14,# White Blue / Tenacious,
product,product_28,CODAW0STMPUNKEXO,img_store_operatorpacks_steam_punk,mdlc15,OPERATORPACKS,all,0,,,# Steam Punk,
product,product_29,CODAW000PANDAEXO,img_store_operatorpacks_panda,mdlc16,OPERATORPACKS,all,0,,,# Panda,
product,product_30,CODAW0000BALIEXO,img_store_operatorpacks_bali_mask,mdlc17,OPERATORPACKS,all,0,,,# Bali Mask,
